id,cellLine,passaged_from_id1,passage_id,passage,adjPass,date,num_date,correctedCount,label_value,sublabel_value,oxygen_pct,g,intercept,Ploidy,K
SUM-159_NLS_2N_O2_A14_seed,SUM-159,SUM-159_NLS_2N_O2_A13_seedT3,SUM-159_NLS_2N_O2_A14_seed,19,14,6/25/25,0,455615,2N,starvation,0,0.39834555,428209.1185,2,14000000
SUM-159_NLS_2N_O2_A14_seedT1,SUM-159,SUM-159_NLS_2N_O2_A14_seed,SUM-159_NLS_2N_O2_A14_seed,19,14,6/27/25,2,796490,2N,starvation,0,0.39834555,428209.1185,2,14000000
SUM-159_NLS_2N_O2_A14_seedT2,SUM-159,SUM-159_NLS_2N_O2_A14_seed,SUM-159_NLS_2N_O2_A14_seed,19,14,6/30/25,5,3922295,2N,starvation,0,0.39834555,428209.1185,2,14000000
SUM-159_NLS_2N_O2_A14_seedT3,SUM-159,SUM-159_NLS_2N_O2_A14_seed,SUM-159_NLS_2N_O2_A14_seed,19,14,7/2/25,7,6241585,2N,starvation,0,0.39834555,428209.1185,2,14000000
SUM-159_NLS_2N_O2_A15_seed,SUM-159,SUM-159_NLS_2N_O2_A14_seedT3,SUM-159_NLS_2N_O2_A15_seed,20,15,7/5/25,0,915685,2N,starvation,0,0.478442191,959463.1559,2,14000000
SUM-159_NLS_2N_O2_A15_seedT1,SUM-159,SUM-159_NLS_2N_O2_A15_seed,SUM-159_NLS_2N_O2_A15_seed,20,15,7/7/25,2,2742599,2N,starvation,0,0.478442191,959463.1559,2,14000000
SUM-159_NLS_2N_O2_A15_seedT2,SUM-159,SUM-159_NLS_2N_O2_A15_seed,SUM-159_NLS_2N_O2_A15_seed,20,15,7/9/25,4,6207051,2N,starvation,0,0.478442191,959463.1559,2,14000000
SUM-159_NLS_2N_O2_A16_seed,SUM-159,SUM-159_NLS_2N_O2_A15_seedT2,SUM-159_NLS_2N_O2_A16_seed,21,16,7/26/25,0,467868,2N,starvation,0,0.265837403,726065.9001,2,14000000
SUM-159_NLS_2N_O2_A16_seedT1,SUM-159,SUM-159_NLS_2N_O2_A16_seed,SUM-159_NLS_2N_O2_A16_seed,21,16,7/28/25,2,1684326,2N,starvation,0,0.265837403,726065.9001,2,14000000
SUM-159_NLS_2N_O2_A16_seedT2,SUM-159,SUM-159_NLS_2N_O2_A16_seed,SUM-159_NLS_2N_O2_A16_seed,21,16,7/30/25,4,2368304,2N,starvation,0,0.265837403,726065.9001,2,14000000
SUM-159_NLS_2N_O2_A16_seedT3,SUM-159,SUM-159_NLS_2N_O2_A16_seed,SUM-159_NLS_2N_O2_A16_seed,21,16,8/1/25,6,5323672,2N,starvation,0,0.265837403,726065.9001,2,14000000
SUM-159_NLS_2N_O2_A16_seedT4,SUM-159,SUM-159_NLS_2N_O2_A16_seed,SUM-159_NLS_2N_O2_A16_seed,21,16,8/4/25,9,5397194,2N,starvation,0,0.265837403,726065.9001,2,14000000
SUM-159_NLS_2N_O2_A17_seed,SUM-159,SUM-159_NLS_2N_O2_A16_seedT4,SUM-159_NLS_2N_O2_A17_seed,22,17,8/6/25,0,363155,2N,starvation,0,0.438440023,385889.4379,2,14000000
SUM-159_NLS_2N_O2_A17_seedT1,SUM-159,SUM-159_NLS_2N_O2_A17_seed,SUM-159_NLS_2N_O2_A17_seed,22,17,8/8/25,2,926825,2N,starvation,0,0.438440023,385889.4379,2,14000000
SUM-159_NLS_2N_O2_A17_seedT2,SUM-159,SUM-159_NLS_2N_O2_A17_seed,SUM-159_NLS_2N_O2_A17_seed,22,17,8/11/25,5,4280994,2N,starvation,0,0.438440023,385889.4379,2,14000000
SUM-159_NLS_2N_O2_A17_seedT3,SUM-159,SUM-159_NLS_2N_O2_A17_seed,SUM-159_NLS_2N_O2_A17_seed,22,17,8/13/25,7,7128306,2N,starvation,0,0.438440023,385889.4379,2,14000000
SUM-159_NLS_2N_O2_A18_seed,SUM-159,SUM-159_NLS_2N_O2_A17_seedT3,SUM-159_NLS_2N_O2_A18_seed,23,18,8/15/25,0,642762,2N,starvation,0,0.547427137,647321.1541,2,14000000
SUM-159_NLS_2N_O2_A18_seedT1,SUM-159,SUM-159_NLS_2N_O2_A18_seed,SUM-159_NLS_2N_O2_A18_seed,23,18,8/18/25,3,3404298,2N,starvation,0,0.547427137,647321.1541,2,14000000
SUM-159_NLS_2N_O2_A18_seedT2,SUM-159,SUM-159_NLS_2N_O2_A18_seed,SUM-159_NLS_2N_O2_A18_seed,23,18,8/20/25,5,9890957,2N,starvation,0,0.547427137,647321.1541,2,14000000
SUM-159_NLS_2N_O2_A19_seed,SUM-159,SUM-159_NLS_2N_O2_A18_seedT2,SUM-159_NLS_2N_O2_A19_seed,24,19,8/22/25,0,1088351,2N,starvation,0,0.470226829,1236250.951,2,14000000
SUM-159_NLS_2N_O2_A19_seedT1,SUM-159,SUM-159_NLS_2N_O2_A19_seed,SUM-159_NLS_2N_O2_A19_seed,24,19,8/25/25,3,6967894,2N,starvation,0,0.470226829,1236250.951,2,14000000
SUM-159_NLS_2N_O2_A19_seedT2,SUM-159,SUM-159_NLS_2N_O2_A19_seed,SUM-159_NLS_2N_O2_A19_seed,24,19,8/27/25,5,10719752,2N,starvation,0,0.470226829,1236250.951,2,14000000
SUM-159_NLS_2N_O2_A2_seedT1,SUM-159,SUM-159_NLS_2N_O2_A2_seed,SUM-159_NLS_2N_O2_A2_seed,7,2,11/22/24,2,653483,2N,starvation,1,0.582583674,294207.2999,2,14000000
SUM-159_NLS_2N_O2_A2_seedT2,SUM-159,SUM-159_NLS_2N_O2_A2_seed,SUM-159_NLS_2N_O2_A2_seed,7,2,11/25/24,5,6273296,2N,starvation,1,0.582583674,294207.2999,2,14000000
SUM-159_NLS_2N_O2_A2_seed,SUM-159,SUM-159_NLS_2N_O2_A1_seedT1,SUM-159_NLS_2N_O2_A2_seed,7,2,11/20/24,0,366708,2N,starvation,1,0.582583674,294207.2999,2,14000000
SUM-159_NLS_2N_O2_A20_seed,SUM-159,SUM-159_NLS_2N_O2_A19_seedT2,SUM-159_NLS_2N_O2_A20_seed,25,20,8/29/25,0,568126,2N,starvation,0,0.410942181,483642.4573,2,14000000
SUM-159_NLS_2N_O2_A20_seedT2,SUM-159,SUM-159_NLS_2N_O2_A20_seed,SUM-159_NLS_2N_O2_A20_seed,25,20,9/3/25,5,4805675,2N,starvation,0,0.410942181,483642.4573,2,14000000
SUM-159_NLS_2N_O2_A20_seedT1,SUM-159,SUM-159_NLS_2N_O2_A20_seed,SUM-159_NLS_2N_O2_A20_seed,25,20,9/1/25,3,1109516,2N,starvation,0,0.410942181,483642.4573,2,14000000
SUM-159_NLS_2N_O2_A21_seedT1,SUM-159,SUM-159_NLS_2N_O2_A21_seed,SUM-159_NLS_2N_O2_A21_seed,26,21,9/8/25,3,1388009,2N,starvation,0,0.445568191,472873.4339,2,14000000
SUM-159_NLS_2N_O2_A21_seedT2,SUM-159,SUM-159_NLS_2N_O2_A21_seed,SUM-159_NLS_2N_O2_A21_seed,26,21,9/10/25,5,5128727,2N,starvation,0,0.445568191,472873.4339,2,14000000
SUM-159_NLS_2N_O2_A21_seed,SUM-159,SUM-159_NLS_2N_O2_A20_seedT2,SUM-159_NLS_2N_O2_A21_seed,26,21,9/5/25,0,524681,2N,starvation,0,0.445568191,472873.4339,2,14000000
SUM-159_NLS_2N_O2_A22_seed,SUM-159,SUM-159_NLS_2N_O2_A21_seedT2,SUM-159_NLS_2N_O2_A22_seed,27,22,9/19/25,0,567012,2N,starvation,0,0.614274361,567012,2,14000000
SUM-159_NLS_2N_O2_A22_seedT1,SUM-159,SUM-159_NLS_2N_O2_A22_seed,SUM-159_NLS_2N_O2_A22_seed,27,22,9/22/25,3,3580306,2N,starvation,0,0.614274361,567012,2,14000000
SUM-159_NLS_2N_O2_A3_seedT2,SUM-159,SUM-159_NLS_2N_O2_A3_seed,SUM-159_NLS_2N_O2_A3_seed,8,3,12/2/24,5,7647573,2N,starvation,0.5,0.576460809,485069.6623,2,14000000
SUM-159_NLS_2N_O2_A3_seed,SUM-159,SUM-159_NLS_2N_O2_A2_seedT2,SUM-159_NLS_2N_O2_A3_seed,8,3,11/27/24,0,402467,2N,starvation,0.5,0.576460809,485069.6623,2,14000000
SUM-159_NLS_2N_O2_A3_seedT1,SUM-159,SUM-159_NLS_2N_O2_A3_seed,SUM-159_NLS_2N_O2_A3_seed,8,3,11/29/24,2,2097175,2N,starvation,0.5,0.576460809,485069.6623,2,14000000
SUM-159_NLS_2N_O2_A4_seedT1,SUM-159,SUM-159_NLS_2N_O2_A4_seed,SUM-159_NLS_2N_O2_A4_seed,9,4,12/6/24,2,2454067,2N,starvation,0.3,0.510656518,637290.9858,2,14000000
SUM-159_NLS_2N_O2_A4_seed,SUM-159,SUM-159_NLS_2N_O2_A3_seedT2,SUM-159_NLS_2N_O2_A4_seed,9,4,12/4/24,0,523768,2N,starvation,0.3,0.510656518,637290.9858,2,14000000
SUM-159_NLS_2N_O2_A4_seedT2,SUM-159,SUM-159_NLS_2N_O2_A4_seed,SUM-159_NLS_2N_O2_A4_seed,9,4,12/9/24,5,7184807,2N,starvation,0.3,0.510656518,637290.9858,2,14000000
SUM-159_NLS_2N_O2_A5_seed,SUM-159,SUM-159_NLS_2N_O2_A4_seedT2,SUM-159_NLS_2N_O2_A5_seed,10,5,12/11/24,0,809842,2N,starvation,0.2,0.51717962,1103766.849,2,14000000
SUM-159_NLS_2N_O2_A5_seedT1,SUM-159,SUM-159_NLS_2N_O2_A5_seed,SUM-159_NLS_2N_O2_A5_seed,10,5,12/13/24,2,5202622,2N,starvation,0.2,0.51717962,1103766.849,2,14000000
SUM-159_NLS_2N_O2_A5_seedT2,SUM-159,SUM-159_NLS_2N_O2_A5_seed,SUM-159_NLS_2N_O2_A5_seed,10,5,12/16/24,5,11919753,2N,starvation,0.2,0.51717962,1103766.849,2,14000000
SUM-159_NLS_2N_O2_A6_seed,SUM-159,SUM-159_NLS_2N_O2_A5_seedT2,SUM-159_NLS_2N_O2_A6_seed,11,6,12/18/24,0,480296,2N,starvation,0.1,0.544215937,578387.2012,2,14000000
SUM-159_NLS_2N_O2_A6_seedT1,SUM-159,SUM-159_NLS_2N_O2_A6_seed,SUM-159_NLS_2N_O2_A6_seed,11,6,12/20/24,2,2341180,2N,starvation,0.1,0.544215937,578387.2012,2,14000000
SUM-159_NLS_2N_O2_A6_seedT2,SUM-159,SUM-159_NLS_2N_O2_A6_seed,SUM-159_NLS_2N_O2_A6_seed,11,6,12/23/24,5,7765369,2N,starvation,0.1,0.544215937,578387.2012,2,14000000
SUM-159_NLS_2N_O2_A7_seed,SUM-159,SUM-159_NLS_2N_O2_A6_seedT2,SUM-159_NLS_2N_O2_A7_seed,12,7,12/25/24,0,420697,2N,starvation,0,0.547099403,585505.7601,2,14000000
SUM-159_NLS_2N_O2_A7_seedT1,SUM-159,SUM-159_NLS_2N_O2_A7_seed,SUM-159_NLS_2N_O2_A7_seed,12,7,12/27/24,2,3033928,2N,starvation,0,0.547099403,585505.7601,2,14000000
SUM-159_NLS_2N_O2_A7_seedT2,SUM-159,SUM-159_NLS_2N_O2_A7_seed,SUM-159_NLS_2N_O2_A7_seed,12,7,12/30/24,5,7241601,2N,starvation,0,0.547099403,585505.7601,2,14000000
SUM-159_NLS_2N_O2_A8_seed,SUM-159,SUM-159_NLS_2N_O2_A7_seedT2,SUM-159_NLS_2N_O2_A8_seed,13,8,5/8/25,0,291683,2N,starvation,0,0.79280565,321297.1849,2,14000000
SUM-159_NLS_2N_O2_A8_seedT1,SUM-159,SUM-159_NLS_2N_O2_A8_seed,SUM-159_NLS_2N_O2_A8_seed,13,8,5/9/25,1,807630,2N,starvation,0,0.79280565,321297.1849,2,14000000
SUM-159_NLS_2N_O2_A8_seedT2,SUM-159,SUM-159_NLS_2N_O2_A8_seed,SUM-159_NLS_2N_O2_A8_seed,13,8,5/12/25,4,7415711,2N,starvation,0,0.79280565,321297.1849,2,14000000
SUM-159_NLS_2N_O2_A9_seedT3,SUM-159,SUM-159_NLS_2N_O2_A9_seed,SUM-159_NLS_2N_O2_A9_seed,14,9,5/21/25,7,5507477,2N,starvation,0,0.39994913,336652.938,2,14000000
SUM-159_NLS_2N_O2_A9_seed,SUM-159,SUM-159_NLS_2N_O2_A8_seedT2,SUM-159_NLS_2N_O2_A9_seed,14,9,5/14/25,0,385434,2N,starvation,0,0.39994913,336652.938,2,14000000
SUM-159_NLS_2N_O2_A9_seedT1,SUM-159,SUM-159_NLS_2N_O2_A9_seed,SUM-159_NLS_2N_O2_A9_seed,14,9,5/16/25,2,595975,2N,starvation,0,0.39994913,336652.938,2,14000000
SUM-159_NLS_2N_O2_A9_seedT2,SUM-159,SUM-159_NLS_2N_O2_A9_seed,SUM-159_NLS_2N_O2_A9_seed,14,9,5/19/25,5,2743713,2N,starvation,0,0.39994913,336652.938,2,14000000
SUM-159_NLS_4N_C_A1_seed,SUM-159,SUM-159_NLS_4N_dp_seedT1,SUM-159_NLS_4N_C_A1_seed,9,1,11/15/24,0,987937,4N,control,20.5,0.624316066,987937,4,9000000
SUM-159_NLS_4N_C_A1_seedT1,SUM-159,SUM-159_NLS_4N_C_A1_seed,SUM-159_NLS_4N_C_A1_seed,9,1,11/18/24,3,6428954,4N,control,20.5,0.624316066,987937,4,9000000
SUM-159_NLS_4N_C_A10_seed,SUM-159,SUM-159_NLS_4N_C_A9_seedT1,SUM-159_NLS_4N_C_A10_seed,18,10,12/20/24,0,728507,4N,control,20.5,0.849459095,728507,4,9000000
SUM-159_NLS_4N_C_A10_seedT1,SUM-159,SUM-159_NLS_4N_C_A10_seed,SUM-159_NLS_4N_C_A10_seed,18,10,12/23/24,3,9314937,4N,control,20.5,0.849459095,728507,4,9000000
SUM-159_NLS_4N_C_A11_seed,SUM-159,SUM-159_NLS_4N_C_A10_seedT1,SUM-159_NLS_4N_C_A11_seed,19,11,12/25/24,0,512549,4N,control,20.5,1.074399936,512549,4,9000000
SUM-159_NLS_4N_C_A11_seedT1,SUM-159,SUM-159_NLS_4N_C_A11_seed,SUM-159_NLS_4N_C_A11_seed,19,11,12/27/24,2,4394883,4N,control,20.5,1.074399936,512549,4,9000000
SUM-159_NLS_4N_C_A12_seed,SUM-159,SUM-159_NLS_4N_C_A11_seedT1,SUM-159_NLS_4N_C_A12_seed,20,12,12/27/24,0,537090,4N,control,20.5,0.925688803,537090,4,9000000
SUM-159_NLS_4N_C_A12_seedT1,SUM-159,SUM-159_NLS_4N_C_A12_seed,SUM-159_NLS_4N_C_A12_seed,20,12,12/30/24,3,8632005,4N,control,20.5,0.925688803,537090,4,9000000
SUM-159_NLS_4N_C_A2_seed,SUM-159,SUM-159_NLS_4N_C_A1_seedT1,SUM-159_NLS_4N_C_A2_seed,10,2,11/20/24,0,575654,4N,control,20.5,1.059498,575654,4,9000000
SUM-159_NLS_4N_C_A2_seedT1,SUM-159,SUM-159_NLS_4N_C_A2_seed,SUM-159_NLS_4N_C_A2_seed,10,2,11/22/24,2,4791040,4N,control,20.5,1.059498,575654,4,9000000
SUM-159_NLS_4N_C_A3_seed,SUM-159,SUM-159_NLS_4N_C_A2_seedT1,SUM-159_NLS_4N_C_A3_seed,11,3,11/26/24,0,427709,4N,control,20.5,1.941920522,427709,4,9000000
SUM-159_NLS_4N_C_A3_seedT1,SUM-159,SUM-159_NLS_4N_C_A3_seed,SUM-159_NLS_4N_C_A3_seed,11,3,11/27/24,1,2982042,4N,control,20.5,1.941920522,427709,4,9000000
SUM-159_NLS_4N_C_A4_seed,SUM-159,SUM-159_NLS_4N_C_A3_seedT1,SUM-159_NLS_4N_C_A4_seed,12,4,11/29/24,0,448744,4N,control,20.5,0.890951311,448744,4,9000000
SUM-159_NLS_4N_C_A4_seedT1,SUM-159,SUM-159_NLS_4N_C_A4_seed,SUM-159_NLS_4N_C_A4_seed,12,4,12/2/24,3,6498369,4N,control,20.5,0.890951311,448744,4,9000000
SUM-159_NLS_4N_C_A5_seed,SUM-159,SUM-159_NLS_4N_C_A4_seedT1,SUM-159_NLS_4N_C_A5_seed,13,5,12/4/24,0,884866,4N,control,20.5,1.166318274,884866,4,9000000
SUM-159_NLS_4N_C_A5_seedT1,SUM-159,SUM-159_NLS_4N_C_A5_seed,SUM-159_NLS_4N_C_A5_seed,13,5,12/6/24,2,9118611,4N,control,20.5,1.166318274,884866,4,9000000
SUM-159_NLS_4N_C_A6_seed,SUM-159,SUM-159_NLS_4N_C_A5_seedT1,SUM-159_NLS_4N_C_A6_seed,14,6,12/6/24,0,411582,4N,control,20.5,0.96190786,411582,4,9000000
SUM-159_NLS_4N_C_A6_seedT1,SUM-159,SUM-159_NLS_4N_C_A6_seed,SUM-159_NLS_4N_C_A6_seed,14,6,12/9/24,3,7374120,4N,control,20.5,0.96190786,411582,4,9000000
SUM-159_NLS_4N_C_A7_seed,SUM-159,SUM-159_NLS_4N_C_A6_seedT1,SUM-159_NLS_4N_C_A7_seed,15,7,12/11/24,0,621931,4N,control,20.5,1.18507418,621931,4,9000000
SUM-159_NLS_4N_C_A7_seedT1,SUM-159,SUM-159_NLS_4N_C_A7_seed,SUM-159_NLS_4N_C_A7_seed,15,7,12/13/24,2,6654027,4N,control,20.5,1.18507418,621931,4,9000000
SUM-159_NLS_4N_C_A8_seed,SUM-159,SUM-159_NLS_4N_C_A7_seedT1,SUM-159_NLS_4N_C_A8_seed,16,8,12/13/24,0,1532740,4N,control,20.5,0.610237788,1532740,4,9000000
SUM-159_NLS_4N_C_A8_seedT1,SUM-159,SUM-159_NLS_4N_C_A8_seed,SUM-159_NLS_4N_C_A8_seed,16,8,12/16/24,3,9561746,4N,control,20.5,0.610237788,1532740,4,9000000
SUM-159_NLS_4N_C_A9_seed,SUM-159,SUM-159_NLS_4N_C_A8_seedT1,SUM-159_NLS_4N_C_A9_seed,17,9,12/18/24,0,955684,4N,control,20.5,1.087108894,955684,4,9000000
SUM-159_NLS_4N_C_A9_seedT1,SUM-159,SUM-159_NLS_4N_C_A9_seed,SUM-159_NLS_4N_C_A9_seed,17,9,12/20/24,2,8405530,4N,control,20.5,1.087108894,955684,4,9000000
SUM-159_NLS_4N_O1_A1_seed,SUM-159,SUM-159_NLS_4N_dp_seedT1,SUM-159_NLS_4N_O1_A1_seed,6,1,11/15/24,0,1496747,4N,starvation,2,0.431681228,1496747,4,9000000
SUM-159_NLS_4N_O1_A1_seedT1,SUM-159,SUM-159_NLS_4N_O1_A1_seed,SUM-159_NLS_4N_O1_A1_seed,6,1,11/18/24,3,5464856,4N,starvation,2,0.431681228,1496747,4,9000000
SUM-159_NLS_4N_O1_A10_seedT1,SUM-159,SUM-159_NLS_4N_O1_A10_seed,SUM-159_NLS_4N_O1_A10_seed,15,10,5/23/25,2,1044906,4N,starvation,0,0.474021739,431214.1958,4,9000000
SUM-159_NLS_4N_O1_A10_seedT2,SUM-159,SUM-159_NLS_4N_O1_A10_seed,SUM-159_NLS_4N_O1_A10_seed,15,10,5/26/25,5,4731039,4N,starvation,0,0.474021739,431214.1958,4,9000000
SUM-159_NLS_4N_O1_A10_seed,SUM-159,SUM-159_NLS_4N_O1_A9_seedT2,SUM-159_NLS_4N_O1_A10_seed,15,10,5/21/25,0,447817,4N,starvation,0,0.474021739,431214.1958,4,9000000
SUM-159_NLS_4N_O1_A11_seed,SUM-159,SUM-159_NLS_4N_O1_A10_seedT2,SUM-159_NLS_4N_O1_A11_seed,16,11,5/30/25,0,451159,4N,starvation,0,0.498582785,463004.6577,4,9000000
SUM-159_NLS_4N_O1_A11_seedT1,SUM-159,SUM-159_NLS_4N_O1_A11_seed,SUM-159_NLS_4N_O1_A11_seed,16,11,6/2/25,3,2204550,4N,starvation,0,0.498582785,463004.6577,4,9000000
SUM-159_NLS_4N_O1_A11_seedT2,SUM-159,SUM-159_NLS_4N_O1_A11_seed,SUM-159_NLS_4N_O1_A11_seed,16,11,6/4/25,5,5387168,4N,starvation,0,0.498582785,463004.6577,4,9000000
SUM-159_NLS_4N_O1_A12_seed,SUM-159,SUM-159_NLS_4N_O1_A11_seedT2,SUM-159_NLS_4N_O1_A12_seed,17,12,6/6/25,0,465640,4N,starvation,0,0.440115624,493107.4573,4,9000000
SUM-159_NLS_4N_O1_A12_seedT1,SUM-159,SUM-159_NLS_4N_O1_A12_seed,SUM-159_NLS_4N_O1_A12_seed,17,12,6/9/25,3,2131028,4N,starvation,0,0.440115624,493107.4573,4,9000000
SUM-159_NLS_4N_O1_A12_seedT2,SUM-159,SUM-159_NLS_4N_O1_A12_seed,SUM-159_NLS_4N_O1_A12_seed,17,12,6/11/25,5,4086049,4N,starvation,0,0.440115624,493107.4573,4,9000000
SUM-159_NLS_4N_O1_A13_seed,SUM-159,SUM-159_NLS_4N_O1_A12_seedT2,SUM-159_NLS_4N_O1_A13_seed,18,13,6/14/25,0,764185,4N,starvation,0,0.371107456,764185,4,9000000
SUM-159_NLS_4N_O1_A13_seedT1,SUM-159,SUM-159_NLS_4N_O1_A13_seed,SUM-159_NLS_4N_O1_A13_seed,18,13,6/16/25,2,1605234,4N,starvation,0,0.371107456,764185,4,9000000
SUM-159_NLS_4N_O1_A14_seed,SUM-159,SUM-159_NLS_4N_O1_A13_seedT1,SUM-159_NLS_4N_O1_A14_seed,19,14,6/20/25,0,444475,4N,starvation,0,0.295310181,616237.5125,4,9000000
SUM-159_NLS_4N_O1_A14_seedT2,SUM-159,SUM-159_NLS_4N_O1_A14_seed,SUM-159_NLS_4N_O1_A14_seed,19,14,6/25/25,5,4345604,4N,starvation,0,0.295310181,616237.5125,4,9000000
SUM-159_NLS_4N_O1_A14_seedT3,SUM-159,SUM-159_NLS_4N_O1_A14_seed,SUM-159_NLS_4N_O1_A14_seed,19,14,6/27/25,7,6537901,4N,starvation,0,0.295310181,616237.5125,4,9000000
SUM-159_NLS_4N_O1_A14_seedT4,SUM-159,SUM-159_NLS_4N_O1_A14_seed,SUM-159_NLS_4N_O1_A14_seed,19,14,6/30/25,10,7571667,4N,starvation,0,0.295310181,616237.5125,4,9000000
SUM-159_NLS_4N_O1_A15_seed,SUM-159,SUM-159_NLS_4N_O1_A14_seedT4,SUM-159_NLS_4N_O1_A15_seed,20,15,7/25/25,0,296317,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A15_seedT1,SUM-159,SUM-159_NLS_4N_O1_A15_seed,SUM-159_NLS_4N_O1_A15_seed,20,15,7/28/25,3,399916,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A15_seedT2,SUM-159,SUM-159_NLS_4N_O1_A15_seed,SUM-159_NLS_4N_O1_A15_seed,20,15,7/30/25,5,1038222,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A15_seedT3,SUM-159,SUM-159_NLS_4N_O1_A15_seed,SUM-159_NLS_4N_O1_A15_seed,20,15,8/1/25,7,1990668,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A15_seedT4,SUM-159,SUM-159_NLS_4N_O1_A15_seed,SUM-159_NLS_4N_O1_A15_seed,20,15,8/4/25,10,4361200,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A15_seedT5,SUM-159,SUM-159_NLS_4N_O1_A15_seed,SUM-159_NLS_4N_O1_A15_seed,20,15,8/6/25,12,6271662,4N,starvation,0,0.276107884,250154.9139,4,9000000
SUM-159_NLS_4N_O1_A16_seedT5,SUM-159,SUM-159_NLS_4N_O1_A16_seed,SUM-159_NLS_4N_O1_A16_seed,21,16,8/20/25,14,8329168,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A16_seedT1,SUM-159,SUM-159_NLS_4N_O1_A16_seed,SUM-159_NLS_4N_O1_A16_seed,21,16,8/11/25,5,1325627,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A16_seedT2,SUM-159,SUM-159_NLS_4N_O1_A16_seed,SUM-159_NLS_4N_O1_A16_seed,21,16,8/13/25,7,4119468,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A16_seedT3,SUM-159,SUM-159_NLS_4N_O1_A16_seed,SUM-159_NLS_4N_O1_A16_seed,21,16,8/15/25,9,4001387,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A16_seedT4,SUM-159,SUM-159_NLS_4N_O1_A16_seed,SUM-159_NLS_4N_O1_A16_seed,21,16,8/18/25,12,8164300,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A16_seed,SUM-159,SUM-159_NLS_4N_O1_A15_seedT5,SUM-159_NLS_4N_O1_A16_seed,21,16,8/6/25,0,403258,4N,starvation,0,0.225290065,497162.7877,4,9000000
SUM-159_NLS_4N_O1_A17_seed,SUM-159,SUM-159_NLS_4N_O1_A16_seedT5,SUM-159_NLS_4N_O1_A17_seed,22,17,8/22/25,0,824339,4N,starvation,0,0.416428546,919977.5215,4,9000000
SUM-159_NLS_4N_O1_A17_seedT1,SUM-159,SUM-159_NLS_4N_O1_A17_seed,SUM-159_NLS_4N_O1_A17_seed,22,17,8/25/25,3,4221954,4N,starvation,0,0.416428546,919977.5215,4,9000000
